"'3-Rubus, blackberry,","'raspberry: phenology","'flowering fruiting","'","'",
"'Species","'Location","'Flowering","'Fruit ripening","'Seed dispersal",
"'SUBGENUS: Eubatus","'","'","'","'",
"'R. allegheniensis","'-","'May-July","'Aug-Sept","'Aug-Sept",
"'R. canadensis","'-","'June-July","'July-Sept","'July-Sept",
"'R. laciniatus","'NE US","'June-Aug","'July-Oct","'Sept-Oct",
"'R. hispidus","'-","'June-early Sept","'Mid-Aug-Oct","'Aug-Oct",
"'R. procerus","'Washington","'June-Aug","'Aug-Sept","'-",
"'R. ursinus","'Pacific Coast","'June-July","'Aug-Sept","'Oct-Nov",
"'SUBGENUS: Idaeobatus","'","'","'","'",
"'R. idaeus","'Rangewide","'Late May-July","'Late June-Oct","'July-Oct",
"'R. occidentalis","'-","'Apr-June","'June-Aug","'June-Aug",
"'R. spectabilis","'Alaska","'May-June","'June-Aug","'June-Aug",
"'","'Oregon-Washington","'Apr-May","'May-July","'June-July",
"'SUBGENUS: Chamaemorus","'","'","'","'",
"'R. chamaemorus","'Boreal North America","'June-July","'July-Aug","'Aug-Sept",
"'SUBGENUS: Anoplobatus","'","'","'","'",
"'R. odoratus","'-","'June-Sept","'July-Sept","'July-Sept",
"'R. parviflorus","'Pacific Northwest","'May-June","'June-July","'July-Aug",
,,,,

'Confidence Scores % (Table Cell)
"'71.38671875","'71.38671875","'71.38671875","'71.38671875","'71.38671875",
"'52.24609375","'92.91992188","'94.14062500","'94.67773438","'95.31250000",
"'77.53906250","'77.53906250","'77.53906250","'77.53906250","'77.53906250",
"'50.78125000","'90.28320313","'91.45507813","'91.99218750","'92.62695313",
"'45.94726563","'81.73828125","'82.76367188","'83.30078125","'83.83789063",
"'49.80468750","'88.57421875","'89.69726563","'90.28320313","'90.86914063",
"'49.14550781","'87.40234375","'88.52539063","'89.06250000","'89.64843750",
"'49.68261719","'88.33007813","'89.50195313","'90.03906250","'90.62500000",
"'49.85351563","'88.67187500","'89.79492188","'90.33203125","'90.96679688",
"'65.38085938","'65.38085938","'65.38085938","'65.38085938","'65.38085938",
"'51.66015625","'91.84570313","'93.06640625","'93.60351563","'94.23828125",
"'46.94824219","'83.49609375","'84.57031250","'85.05859375","'85.64453125",
"'41.47949219","'85.64453125","'86.76757813","'87.30468750","'87.84179688",
"'41.47949219","'78.75976563","'79.78515625","'80.27343750","'80.76171875",
"'57.76367188","'57.76367188","'57.76367188","'57.76367188","'57.76367188",
"'52.49023438","'93.40820313","'94.58007813","'95.16601563","'95.80078125",
"'64.06250000","'64.06250000","'64.06250000","'64.06250000","'64.06250000",
"'48.65722656","'86.52343750","'87.64648438","'88.18359375","'88.76953125",
"'46.19140625","'82.12890625","'83.20312500","'83.69140625","'84.22851563",
