"'Table 2-Morella","'and Myrica,","'bayberry and","'wax-myrtle: flowering and fruiting","'characteristics","'","'",
"'","'","'Fruit","'","'Diam of ripe","'Cleaned","'seeds/wt",
"'Species","'Flowering","'ripening","'Color of ripe fruit","'fruit (mm)","'/kg","'/lb",
"'Morella californica","'May-June","'Sept","'Brownish purple with grayish white wax","'6","'48,000","'22,000",
"'Morella cerifera","'Mar-June","'Aug-Oct","'Light green with pale blue wax","'3","'185,000","'84,000",
"'Morella faya","'Variable","'Aug-Nov","'Red to purple","'5","'-","'",
"'Myrica pensylvanica","'Apr-July","'Sept-Oct","'Covered with grayish white wax","'4","'121,000","'55,000",
"'Myrica gale","'Mar-Apr","'Oct","'Lustrous & dotted with resin","'3","'-","'",
,,,,,,

'Confidence Scores % (Table Cell)
"'94.92187500","'94.92187500","'94.92187500","'94.92187500","'94.92187500","'94.92187500","'94.92187500",
"'91.74804688","'93.75000000","'93.70117188","'96.97265625","'94.43359375","'87.30468750","'87.30468750",
"'91.74804688","'93.75000000","'93.70117188","'96.97265625","'94.43359375","'76.22070313","'77.09960938",
"'93.65234375","'89.94140625","'90.52734375","'95.50781250","'92.62695313","'90.91796875","'91.94335938",
"'80.85937500","'77.63671875","'78.12500000","'82.47070313","'79.98046875","'78.51562500","'79.39453125",
"'80.66406250","'77.49023438","'77.97851563","'82.27539063","'79.83398438","'78.32031250","'79.19921875",
"'91.45507813","'87.84179688","'88.37890625","'93.26171875","'90.47851563","'88.81835938","'89.79492188",
"'91.55273438","'87.89062500","'88.47656250","'93.35937500","'90.57617188","'88.86718750","'89.84375000",
