"'Table 4-Tsuga,","'hemlock: phenology of flowering and fruiting","'","'","'",
"'Species","'Location","'Flowering","'Fruit ripening","'Seed dispersal",
"'T. canadensis","'Southern range to northern range","'Apr-early June","'Sept-Oct","'Sept-winter",
"'T. caroliniana","'North Carolina to South Carolina","'Mar-Apr","'Aug-Sept","'-",
"'T. heterophylla","'Oregon to Washington","'Apr-May","'Sept-Oct","'Oct-May",
"'","'S British Columbia","'-","'Sept 15","'Oct-June",
"'","'SE Alaska","'Late May-June","'Sept-Oct","'Oct",
"'","'W central Oregon","'Mid to late Apr","'-","'Sept-May",
"'","'Idaho","'May 27-June 5","'Aug","'Sept 17-winter",
"'T. mertensiana","'Oregon","'June","'Late Sept-Oct","'-",
"'","'British Columbia, Alaska","'June-mid-July","'Late Sept-Nov","'-",
"'","'Bitterroot Mtns, Idaho","'Aug","'-","'-",
,,,,

'Confidence Scores % (Table Cell)
"'87.10937500","'87.10937500","'87.10937500","'87.10937500","'87.10937500",
"'88.47656250","'94.87304688","'92.13867188","'91.79687500","'93.84765625",
"'86.23046875","'92.43164063","'89.79492188","'89.45312500","'91.45507813",
"'81.98242188","'87.89062500","'85.35156250","'85.05859375","'86.96289063",
"'62.25585938","'88.33007813","'85.79101563","'85.49804688","'87.35351563",
"'62.25585938","'88.13476563","'85.59570313","'85.30273438","'87.20703125",
"'62.25585938","'86.52343750","'84.03320313","'83.74023438","'85.59570313",
"'62.25585938","'84.52148438","'82.08007813","'81.78710938","'83.59375000",
"'62.25585938","'80.56640625","'78.22265625","'77.92968750","'79.68750000",
"'73.92578125","'83.10546875","'80.66406250","'80.37109375","'82.17773438",
"'73.92578125","'79.00390625","'76.75781250","'76.46484375","'78.17382813",
"'73.92578125","'90.67382813","'88.03710938","'87.74414063","'89.69726563",
