"'Table 3-Pinus, pine:","'phenology of flowering","'and fruiting","'","'",
"'Species","'Location","'Flowering","'Cone ripening","'Seed dispersal",
"'P. albicaulis","'California","'July","'Aug-Sept","'Not shed",
"'P. aristata","'Arizona","'July-Aug","'Sept-Oct","'Sept-Oct",
"'P. arizonica","'Arizona","'May","'Sept-Oct","'Oct",
"'P. armandii","'California","'Apr-May","'Aug","'Aug-Sept",
"'P. attenuata","'California","'Apr","'Jan-Feb","'Closed cone",
"'P. balfouriana","'California","'July-Aug","'Sept-Oct","'Sept-Oct",
"'P. banksiana","'Great Lakes","'May-June","'Sept","'Sept§",
"'P. brutia","'California","'Mar-May","'Jan-Mar","'Closed conet",
"'P. canariensis","'California","'Apr-May","'Sept","'Sept-Oct",
"'P. caribaea","'Cuba","'Jan-Feb","'July-Aug","'Sept",
"'P. cembra","'Germany","'May","'Aug-Oct","'Not shedt",
"'P. cembroides","'California","'May-June","'Nov-Dec","'Nov-Dec",
"'P. clausa","'Florida","'Sept-Dec","'Sept","'Sept§",
"'P. contorta","'","'","'","'",
"'var. contorta","'California","'May-June","'Sept-Oct","'Fall§",
"'var. latifolia","'Rocky Mtns","'June-July","'Aug-Sept","'Sept-Oct §",
"'var. murrayana","'California","'May-June","'Sept-Oct","'Sept-Oct",
"'P. coulteri","'California","'May-June","'Aug-Sept","'Octê",
"'P. densiflora","'California","'Apr","'Aug-Sept","'Sept-Oct",
"'P. echinata","'South Carolina","'Mar-Apr","'Oct-Nov","'Oct-Nov",
"'P. edulis","'Arizona","'June","'Sept","'Sept-Oct",
"'P. elliottii","'","'","'","'",
"'var. densa","'Florida","'Jan-Apr","'Aug-Sept","'Sept-Nov",
"'var. elliottii","'Florida","'Jan-Feb","'Sept-Oct","'Oct",
"'P. engelmannii","'Arizona","'May","'Nov-Dec","'Nov-Feb",
"'P. flexilis","'California, Montana","'June-July","'Aug-Sept","'Sept-Oct",
"'P. gerardiana","'India, California","'May-June","'Sept-Oct","'Nov",
"'P. glabra","'Mississippi","'Feb-Mar","'Oct","'Oct-Nov",
"'P. halepensis","'France","'May-June","'Sept","'Fall §",
"'P. heldreichii","'Italy, California","'May-July","'Aug-Sept","'Sept-Oct",
"'P. jeffreyi","'California","'June-July","'Aug-Sept","'Sept-Oct",
"'P. kesiya","'Philippines","'Jan-Mar","'Oct-Jan","'Feb-Mar",
"'P. koraiensis","'Japan","'May-June","'Sept","'Oct",
"'P. lambertiana","'California","'June-July","'Aug-Sept","'Aug-Oct",
"'P. leiophylla var. chihuahuana","'California","'May-June","'Nov*","'Dec-Jan",
"'P. merkusii","'Thailand","'Jan","'Apr-Jun","'May-Jul",
"'P. monophylla","'California, Nevada","'May","'Aug","'Sept-Oct",
"'P. monticola","'Idaho","'June-July","'Aug","'Aug-Sept",
"'P. mugo","'Europe","'May-June","'Oct","'Nov-Dec",
"'P. muricata","'California","'Apr-June","'Sept","'Midwinter §",
"'P. nigra","'Ontario, Canada","'May-June","'Sept-Nov","'Oct-Nov",
"'P. palustris","'SE US","'Feb-Mar","'Sept-Oct","'Oct-Nov",
"'P. parviflora","'Japan","'May-June","'Sept","'Nov",
"'P. patula","'Mexico, California","'Feb-Apr","'Dec","'Midwinter §",
"'P. peuce","'Europe","'May","'Fall","'Fall",
"'P. pinaster","'Europe, California","'Apr","'Nov-Dec","'Dec-Jan §",
"'P. pinea","'Europe","'May-June","'Late summer*","'Late summer",
"'P. ponderosa","'","'","'","'",
"'var. ponderosa","'California","'Apr-June","'Aug-Sept","'Aug-Sept",
"'var. scopulorum","'South Dakota, Colorado","'May-June","'Aug-Sept","'Sept-Jan",
"'P. pumila","'Russia","'July","'-","'Fall or not shed t",
"'P. pungens","'West Virginia, California","'Mar-Apr","'Fall","'Fall §",
"'P. quadrifolia","'California","'June","'Sept","'Sept-Oct",
"'P. radiata","'California","'Jan-Feb","'Nov","'Midwinter §",
,,,,

'Confidence Scores % (Table Cell)
"'77.73437500","'77.73437500","'77.73437500","'77.73437500","'77.73437500",
"'93.35937500","'93.79882813","'92.48046875","'93.65234375","'94.09179688",
"'94.48242188","'94.87304688","'93.55468750","'94.72656250","'95.16601563",
"'87.89062500","'88.28125000","'87.06054688","'88.13476563","'88.52539063",
"'91.25976563","'91.65039063","'90.38085938","'91.50390625","'91.94335938",
"'91.60156250","'92.04101563","'90.72265625","'91.89453125","'92.33398438",
"'92.52929688","'92.91992188","'91.65039063","'92.82226563","'93.21289063",
"'91.35742188","'91.74804688","'90.47851563","'91.60156250","'92.04101563",
"'92.82226563","'93.21289063","'91.89453125","'93.06640625","'93.50585938",
"'89.99023438","'90.42968750","'89.16015625","'90.28320313","'90.67382813",
"'93.01757813","'93.40820313","'92.08984375","'93.26171875","'93.70117188",
"'90.82031250","'91.21093750","'89.94140625","'91.11328125","'91.50390625",
"'93.70117188","'94.14062500","'92.82226563","'93.99414063","'94.43359375",
"'91.99218750","'92.43164063","'91.11328125","'92.28515625","'92.67578125",
"'93.70117188","'94.14062500","'92.82226563","'93.99414063","'94.43359375",
"'39.55078125","'39.55078125","'39.55078125","'39.55078125","'39.55078125",
"'92.23632813","'92.67578125","'91.35742188","'92.52929688","'92.91992188",
"'89.35546875","'89.74609375","'88.47656250","'89.59960938","'90.03906250",
"'90.62500000","'91.06445313","'89.74609375","'90.91796875","'91.30859375",
"'94.58007813","'94.97070313","'93.65234375","'94.82421875","'95.26367188",
"'94.09179688","'94.53125000","'93.16406250","'94.38476563","'94.77539063",
"'94.18945313","'94.62890625","'93.26171875","'94.48242188","'94.87304688",
"'94.87304688","'95.31250000","'93.99414063","'95.16601563","'95.60546875",
"'37.71972656","'37.89062500","'41.67480469","'42.62695313","'43.21289063",
"'39.64843750","'39.84375000","'41.67480469","'42.62695313","'43.21289063",
"'86.62109375","'87.01171875","'85.79101563","'86.86523438","'87.25585938",
"'91.45507813","'91.84570313","'90.57617188","'91.69921875","'92.13867188",
"'93.45703125","'93.89648438","'92.57812500","'93.75000000","'94.18945313",
"'89.84375000","'90.23437500","'88.96484375","'90.08789063","'90.52734375",
"'91.06445313","'91.45507813","'90.18554688","'91.30859375","'91.74804688",
"'89.55078125","'89.94140625","'88.67187500","'89.79492188","'90.23437500",
"'90.57617188","'91.01562500","'89.69726563","'90.86914063","'91.25976563",
"'91.60156250","'92.04101563","'90.72265625","'91.89453125","'92.33398438",
"'91.65039063","'92.08984375","'90.77148438","'91.94335938","'92.38281250",
"'89.69726563","'90.08789063","'88.81835938","'89.94140625","'90.38085938",
"'93.55468750","'93.99414063","'92.67578125","'93.84765625","'94.28710938",
"'45.80078125","'46.02050781","'45.36132813","'45.94726563","'46.16699219",
"'92.48046875","'92.87109375","'91.60156250","'92.77343750","'93.16406250",
"'92.18750000","'92.62695313","'91.30859375","'92.48046875","'92.87109375",
"'89.11132813","'89.50195313","'88.28125000","'89.40429688","'89.79492188",
"'92.33398438","'92.77343750","'91.45507813","'92.62695313","'93.01757813",
"'92.96875000","'93.35937500","'92.04101563","'93.21289063","'93.65234375",
"'91.21093750","'91.60156250","'90.33203125","'91.45507813","'91.89453125",
"'92.96875000","'93.35937500","'92.04101563","'93.21289063","'93.65234375",
"'89.11132813","'89.50195313","'88.28125000","'89.40429688","'89.79492188",
"'92.18750000","'92.62695313","'91.30859375","'92.48046875","'92.87109375",
"'88.76953125","'89.20898438","'87.93945313","'89.06250000","'89.45312500",
"'92.82226563","'93.21289063","'91.89453125","'93.06640625","'93.50585938",
"'93.11523438","'93.55468750","'92.23632813","'93.40820313","'93.84765625",
"'43.09082031","'43.28613281","'42.67578125","'43.21289063","'89.06250000",
"'41.79687500","'41.96777344","'41.38183594","'41.91894531","'89.06250000",
"'85.59570313","'85.98632813","'84.81445313","'85.88867188","'86.27929688",
"'92.52929688","'92.91992188","'91.65039063","'92.82226563","'93.21289063",
"'92.43164063","'92.87109375","'91.55273438","'92.72460938","'93.11523438",
"'87.25585938","'87.64648438","'86.42578125","'87.54882813","'87.93945313",
"'94.82421875","'95.26367188","'93.94531250","'95.11718750","'95.55664063",
