datasetID,study,entered.by,genus,species,variety,woody,crop,source.population,provenance.lat,provenance.long,provenance.altitude,continent,no.indiv.collected,year.collected,year.germination,storage.type,storage.time,storage.humidity,storage.temp,treatment,chill.temp,chill.duration,germ.temp,other.treatment,photoperiod,chemical,chemical.concent,trt.duration,scarification,scarif.type,soaking,soaked.in,soaking.duration,seed.mass.given,respvar,response,error.type,resp.error,reps,n.per.rep,germ.duration,germ.time.zero,figure,Notes
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,2000,,dry,110,,7,temperature,,,0.05,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,0.312,SE,NA,3,35,0,,Fig 1a,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,2000,,dry,110,,7,temperature,,,0.282,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,1.153,SE,NA,3,35,5.966,,Fig 1a,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,2000,,dry,110,,7,temperature,,,7.545,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,30.486,SE,NA,3,35,10.959,,Fig 1a,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,2000,,dry,110,,7,temperature,,,14.583,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,58.699,SE,NA,3,35,14.966,,Fig 1a,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,2000,,dry,110,,7,temperature,,,16.948,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,68.104,SE,NA,3,35,17.987,,Fig 1a,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,2000,,dry,110,,7,temperature,,,17.962,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,72.134,SE,NA,3,35,19.925,,Fig 1a,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,2000,,dry,110,,7,temperature,,,15,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,0,SE,NA,3,35,-0.004,,Fig 1b,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,2000,,dry,110,,7,temperature,,,15,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,11.803,SE,NA,3,35,1.982,,Fig 1b,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,2000,,dry,110,,7,temperature,,,15,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,35.729,SE,6.5,3,35,3.967,,Fig 1b,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,2000,,dry,110,,7,temperature,,,15,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,54.652,SE,NA,3,35,6.981,,Fig 1b,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,2000,,dry,110,,7,temperature,,,15,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,64.222,SE,NA,3,35,8.966,,Fig 1b,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,2000,,dry,110,,7,temperature,,,15,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,76.62,SE,NA,3,35,10.976,,Fig 1b,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,2000,,dry,110,,7,temperature,,,15,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,81.818,SE,NA,3,35,12.986,,Fig 1b,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,2000,,dry,110,,7,temperature,,,15,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,84.521,SE,NA,3,35,14.971,,Fig 1b,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,1999 July,,,,,increasing temp,,,0,0.25h red light pulse/exhumation July 1999,0,,,,N,,N,,,N,per.germ,0,,NA,3,35,0.069,,Fig 4a,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,1999 July,,,,,increasing temp,,,0,0.25h red light pulse/exhumation July 1999,0,,,,N,,N,,,N,per.germ,0,,NA,3,35,7.002,,Fig 4a,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,1999 July,,,,,increasing temp,,,0,0.25h red light pulse/exhumation July 1999,0,,,,N,,N,,,N,per.germ,0,,NA,3,35,12.975,,Fig 4a,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,1999 July,,,,,increasing temp,,,3.74,0.25h red light pulse/exhumation July 1999,0,,,,N,,N,,,N,per.germ,7.013,,NA,3,35,17.918,,Fig 4a,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,1999 July,,,,,increasing temp,,,6.338,0.25h red light pulse/exhumation July 1999,0,,,,N,,N,,,N,per.germ,11.883,,NA,3,35,22.037,,Fig 4a,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,1999 July,,,,,increasing temp,,,6.338,0.25h red light pulse/exhumation July 1999,0,,,,N,,N,,,N,per.germ,11.883,,NA,3,35,25.95,,Fig 4a,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,1999 July,,,,,increasing temp,,,6.338,0.25h red light pulse/exhumation July 1999,0,,,,N,,N,,,N,per.germ,11.883,,NA,3,35,29.931,,Fig 4a,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,1999 July,,,,,increasing temp,,,6.338,0.25h red light pulse/exhumation July 1999,0,,,,N,,N,,,N,per.germ,12.078,,NA,3,35,32.952,,Fig 4a,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,1999 July,,,,,increasing temp,,,6.338,0.25h red light pulse/exhumation July 1999,0,,,,N,,N,,,N,per.germ,12.078,,NA,3,35,34.874,,Fig 4a,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,1999 July,,,,,increasing temp,,,,0.25h red light pulse/exhumation July 1999,0,,,,N,,N,,,N,per.germ,12.078,,NA,3,35,35.904,,Fig 4a,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 May,,,,,increasing temp,,,0,0.25h red light pulse/exhumation May 2000,0,,,,N,,N,,,N,per.germ,0,,NA,3,35,-0.028,,Fig 4c,respvar should all be zero from just looking at the graph
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 May,,,,,increasing temp,,,0,0.25h red light pulse/exhumation May 2000,0,,,,N,,N,,,N,per.germ,0,,NA,3,35,6.92,,Fig 4c,respvar should all be zero from just looking at the graph
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 May,,,,,increasing temp,,,0,0.25h red light pulse/exhumation May 2000,0,,,,N,,N,,,N,per.germ,0,,NA,3,35,13.155,,Fig 4c,respvar should all be zero from just looking at the graph
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 May,,,,,increasing temp,,,0,0.25h red light pulse/exhumation May 2000,0,,,,N,,N,,,N,per.germ,0,,NA,3,35,17.966,,Fig 4c,respvar should all be zero from just looking at the graph
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 May,,,,,increasing temp,,,0,0.25h red light pulse/exhumation May 2000,0,,,,N,,N,,,N,per.germ,0,,NA,3,35,22.063,,Fig 4c,respvar should all be zero from just looking at the graph
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 May,,,,,increasing temp,,,0,0.25h red light pulse/exhumation May 2000,0,,,,N,,N,,,N,per.germ,0,,NA,3,35,26.161,,Fig 4c,respvar should all be zero from just looking at the graph
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 May,,,,,increasing temp,,,0,0.25h red light pulse/exhumation May 2000,0,,,,N,,N,,,N,per.germ,0,,NA,3,35,29.902,,Fig 4c,respvar should all be zero from just looking at the graph
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 May,,,,,increasing temp,,,0,0.25h red light pulse/exhumation May 2000,0,,,,N,,N,,,N,per.germ,0,,NA,3,35,33.108,,Fig 4c,respvar should all be zero from just looking at the graph
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 May,,,,,increasing temp,,,0,0.25h red light pulse/exhumation May 2000,0,,,,N,,N,,,N,per.germ,0,,NA,3,35,34.89,,Fig 4c,respvar should all be zero from just looking at the graph
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 May,,,,,increasing temp,,,0,0.25h red light pulse/exhumation May 2000,0,,,,N,,N,,,N,per.germ,0,,NA,3,35,35.959,,Fig 4c,respvar should all be zero from just looking at the graph
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 August,,,,,increasing temp,,,0,0.25h red light pulse/exhumation August 2000,0,,,,N,,N,,,N,per.germ,0.193,SE,0,3,35,0.069,,Fig 4e,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 August,,,,,increasing temp,,,0,0.25h red light pulse/exhumation August 2000,0,,,,N,,N,,,N,per.germ,0.193,SE,0,3,35,7.079,,Fig 4e,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 August,,,,,increasing temp,,,0.31,0.25h red light pulse/exhumation August 2000,0,,,,N,,N,,,N,per.germ,0.964,SE,0,3,35,13.127,,Fig 4e,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 August,,,,,increasing temp,,,12.61,0.25h red light pulse/exhumation August 2000,0,,,,N,,N,,,N,per.germ,23.907,SE,1.543,3,35,18.007,,Fig 4e,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 August,,,,,increasing temp,,,22.016,0.25h red light pulse/exhumation August 2000,0,,,,N,,N,,,N,per.germ,41.26,SE,1.735,3,35,26.048,,Fig 4e,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 August,,,,,increasing temp,,,25.22,0.25h red light pulse/exhumation August 2000,0,,,,N,,N,,,N,per.germ,47.622,SE,4.435,3,35,29.966,,Fig 4e,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 August,,,,,increasing temp,,,25.323,0.25h red light pulse/exhumation August 2000,0,,,,N,,N,,,N,per.germ,47.815,SE,4.242,3,35,32.99,,Fig 4e,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 August,,,,,increasing temp,,,25.84,0.25h red light pulse/exhumation August 2000,0,,,,N,,N,,,N,per.germ,48.393,SE,4.435,3,35,34.983,,Fig 4e,
Batlla03,exp1,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 August,,,,,increasing temp,,,25.84,0.25h red light pulse/exhumation August 2000,0,,,,N,,N,,,N,per.germ,48.586,SE,4.242,3,35,36.082,,Fig 4e,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,1999 July,,,,,constant 15degC regime,,,15,0.25h red light pulse/exhumation July 1999,0,,,,N,,N,,,N,per.germ,0,,NA,3,35,-0.042,,Fig 4b,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,1999 July,,,,,constant 15degC regime,,,15,0.25h red light pulse/exhumation July 1999,0,,,,N,,N,,,N,per.germ,0,,NA,3,35,1.026,,Fig 4b,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,1999 July,,,,,constant 15degC regime,,,15,0.25h red light pulse/exhumation July 1999,0,,,,N,,N,,,N,per.germ,0,,NA,3,35,2.934,,Fig 4b,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,1999 July,,,,,constant 15degC regime,,,15,0.25h red light pulse/exhumation July 1999,0,,,,N,,N,,,N,per.germ,1.554,,NA,3,35,7.055,,Fig 4b,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,1999 July,,,,,constant 15degC regime,,,15,0.25h red light pulse/exhumation July 1999,0,,,,N,,N,,,N,per.germ,1.554,,NA,3,35,9.116,,Fig 4b,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,1999 July,,,,,constant 15degC regime,,,15,0.25h red light pulse/exhumation July 1999,0,,,,N,,N,,,N,per.germ,1.813,,NA,3,35,13.084,,Fig 4b,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,1999 July,,,,,constant 15degC regime,,,15,0.25h red light pulse/exhumation July 1999,0,,,,N,,N,,,N,per.germ,2.526,,NA,3,35,14.153,,Fig 4b,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,1999 July,,,,,constant 15degC regime,,,15,0.25h red light pulse/exhumation July 1999,0,,,,N,,N,,,N,per.germ,2.526,,NA,3,35,14.992,,Fig 4b,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 May,,,,,constant 15degC regime,,,15,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,0.193,SE,0,3,35,0.058,,Fig 4d,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 May,,,,,constant 15degC regime,,,15,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,0.773,SE,0,3,35,2.043,,Fig 4d,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 May,,,,,constant 15degC regime,,,15,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,5.606,SE,1.933,3,35,4.027,,Fig 4d,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 May,,,,,constant 15degC regime,,,15,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,9.858,SE,1.933,3,35,6.012,,Fig 4d,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 May,,,,,constant 15degC regime,,,15,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,14.111,SE,3.866,3,35,10.01,,Fig 4d,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 May,,,,,constant 15degC regime,,,15,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,14.884,SE,4.446,3,35,15,,Fig 4d,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 August,,,,,constant 15degC regime,,,15,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,0,SE,0,3,35,0.029,,Fig 4f,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 August,,,,,constant 15degC regime,,,15,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,7.925,SE,4.06,3,35,5,,Fig 4f,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 August,,,,,constant 15degC regime,,,15,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,33.827,SE,9.085,3,35,8.012,,Fig 4f,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 August,,,,,constant 15degC regime,,,15,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,44.072,SE,12.178,3,35,11.023,,Fig 4f,
Batlla03,exp2,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,2000 August,,,,,constant 15degC regime,,,15,0.25h red light pulse,0,,,,N,,N,,,N,per.germ,45.039,SE,11.404,3,35,15,,Fig 4f,
Batlla03,exp3,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,,,0.319,,1.6,,,,,,,,,,N,,N,,,N,per.germ,0,SE,0,3,35,,,Fig 5,
Batlla03,exp3,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,,,11.002,,1.6,,,,,,,,,,N,,N,,,N,per.germ,15.861,SE,5.789,3,35,,,Fig 5,
Batlla03,exp3,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,,,28.064,,1.6,,,,,,,,,,N,,N,,,N,per.germ,41.1,SE,3.589,3,35,,,Fig 5,
Batlla03,exp3,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,,,42.255,,1.6,,,,,,,,,,N,,N,,,N,per.germ,53.372,SE,6.831,3,35,,,Fig 5,
Batlla03,exp3,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,,,64.1,,1.6,,,,,,,,,,N,,N,,,N,per.germ,48.741,SE,6.483,3,35,,,Fig 5,
Batlla03,exp3,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,,,78.292,,1.6,,,,,,,,,,N,,N,,,N,per.germ,64.949,SE,9.031,3,35,,,Fig 5,
Batlla03,exp3,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,,,92.323,,1.6,,,,,,,,,,N,,N,,,N,per.germ,73.517,SE,3.241,3,35,,,Fig 5,
Batlla03,exp3,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,,,11.002,,7,,,,,,,,,,N,,N,,,N,per.germ,1.505,SE,0,3,35,,,Fig 5,
Batlla03,exp3,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,,,27.904,,7,,,,,,,,,,N,,N,,,N,per.germ,18.292,SE,0,3,35,,,Fig 5,
Batlla03,exp3,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,,,42.096,,7,,,,,,,,,,N,,N,,,N,per.germ,44.92,SE,12.388,3,35,,,Fig 5,
Batlla03,exp3,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,,,64.1,,7,,,,,,,,,,N,,N,,,N,per.germ,64.255,SE,4.052,3,35,,,Fig 5,
Batlla03,exp3,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,,,78.292,,7,,,,,,,,,,N,,N,,,N,per.germ,68.886,SE,6.02,3,35,,,Fig 5,
Batlla03,exp3,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,,,112.255,,7,,,,,,,,,,N,,N,,,N,per.germ,66.918,SE,0,3,35,,,Fig 5,
Batlla03,exp3,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,,,135.376,,7,,,,,,,,,,N,,N,,,N,per.germ,76.758,SE,3.126,3,35,,,Fig 5,
Batlla03,exp3,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,,,0,,12,,,,,,,,,,N,,N,,,N,per.germ,0,SE,0,3,35,,,Fig 5,
Batlla03,exp3,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,,,11.002,,12,,,,,,,,,,N,,N,,,N,per.germ,0,SE,0,3,35,,,Fig 5,
Batlla03,exp3,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,,,28.064,,12,,,,,,,,,,N,,N,,,N,per.germ,1.621,SE,0,3,35,,,Fig 5,
Batlla03,exp3,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,,,42.415,,12,,,,,,,,,,N,,N,,,N,per.germ,0.579,SE,0,3,35,,,Fig 5,
Batlla03,exp3,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,,,64.26,,12,,,,,,,,,,N,,N,,,N,per.germ,22.923,SE,0,3,35,,,Fig 5,
Batlla03,exp3,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,,,78.292,,12,,,,,,,,,,N,,N,,,N,per.germ,41.1,SE,8.104,3,35,,,Fig 5,
Batlla03,exp3,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,,,92.483,,12,,,,,,,,,,N,,N,,,N,per.germ,61.013,SE,3.589,3,35,,,Fig 5,
Batlla03,exp3,SS,Polygonum,aviculare,,N,N,"Balcarce, Argentina",-37.75,-58.25,,South America,,1999,,,135.216,,12,,,,,,,,,,N,,N,,,N,per.germ,65.297,SE,6.021,3,35,,,Fig 5,
Chen15,exp1,SS,Acer,morrisonense,,Y,N,"Nanto County, Central Taiwan",24.10555556,121.1869444,2400 m,Asia,,2011,,in liquid nitrogen,7,,-80,temperature,5,,30/20,,0,,,,N,,N,,,N,cumulative germination percent,-0.298,SE,1.104,3,50,0,,Fig 1a,germ.duration given in weeks; converted to days here
Chen15,exp1,SS,Acer,morrisonense,,Y,N,"Nanto County, Central Taiwan",24.10555556,121.1869444,2401 m,Asia,,2011,,in liquid nitrogen,7,,-80,temperature,5,,30/20,,0,,,,N,,N,,,N,cumulative germination percent,0.092,SE,0.976,3,50,7,,Fig 1a,germ.duration given in weeks; converted to days here
Chen15,exp1,SS,Acer,morrisonense,,Y,N,"Nanto County, Central Taiwan",24.10555556,121.1869444,2402 m,Asia,,2011,,in liquid nitrogen,7,,-80,temperature,5,,30/20,,0,,,,N,,N,,,N,cumulative germination percent,0.092,SE,0.781,3,50,14,,Fig 1a,germ.duration given in weeks; converted to days here
Chen15,exp1,SS,Acer,morrisonense,,Y,N,"Nanto County, Central Taiwan",24.10555556,121.1869444,2403 m,Asia,,2011,,in liquid nitrogen,7,,-80,temperature,5,,30/20,,0,,,,N,,N,,,N,cumulative germination percent,0.092,SE,0.781,3,50,21,,Fig 1a,germ.duration given in weeks; converted to days here
Chen15,exp1,SS,Acer,morrisonense,,Y,N,"Nanto County, Central Taiwan",24.10555556,121.1869444,2404 m,Asia,,2011,,in liquid nitrogen,7,,-80,temperature,5,,30/20,,0,,,,N,,N,,,N,cumulative germination percent,0.092,SE,0.781,3,50,28,,Fig 1a,germ.duration given in weeks; converted to days here
Chen15,exp1,SS,Acer,morrisonense,,Y,N,"Nanto County, Central Taiwan",24.10555556,121.1869444,2405 m,Asia,,2011,,in liquid nitrogen,7,,-80,temperature,5,,30/20,,0,,,,N,,N,,,N,cumulative germination percent,3.215,SE,0.195,3,50,35,,Fig 1a,germ.duration given in weeks; converted to days here
Chen15,exp1,SS,Acer,morrisonense,,Y,N,"Nanto County, Central Taiwan",24.10555556,121.1869444,2406 m,Asia,,2011,,in liquid nitrogen,7,,-80,temperature,5,,30/20,,0,,,,N,,N,,,N,cumulative germination percent,4.971,SE,2.147,3,50,42,,Fig 1a,germ.duration given in weeks; converted to days here
Chen15,exp1,SS,Acer,morrisonense,,Y,N,"Nanto County, Central Taiwan",24.10555556,121.1869444,2407 m,Asia,,2011,,in liquid nitrogen,7,,-80,temperature,5,,30/20,,0,,,,N,,N,,,N,cumulative germination percent,9.265,SE,2.341,3,50,49,,Fig 1a,germ.duration given in weeks; converted to days here
Chen15,exp1,SS,Acer,morrisonense,,Y,N,"Nanto County, Central Taiwan",24.10555556,121.1869444,2408 m,Asia,,2011,,in liquid nitrogen,7,,-80,temperature,5,,30/20,,0,,,,N,,N,,,N,cumulative germination percent,12.777,SE,3.318,3,50,56,,Fig 1a,germ.duration given in weeks; converted to days here
Chen15,exp1,SS,Acer,morrisonense,,Y,N,"Nanto County, Central Taiwan",24.10555556,121.1869444,2409 m,Asia,,2011,,in liquid nitrogen,7,,-80,temperature,5,,30/20,,0,,,,N,,N,,,N,cumulative germination percent,19.022,SE,3.513,3,50,63,,Fig 1a,germ.duration given in weeks; converted to days here
Chen15,exp1,SS,Acer,morrisonense,,Y,N,"Nanto County, Central Taiwan",24.10555556,121.1869444,2410 m,Asia,,2011,,in liquid nitrogen,7,,-80,temperature,5,,30/20,,0,,,,N,,N,,,N,cumulative germination percent,20.388,SE,3.123,3,50,70,,Fig 1a,germ.duration given in weeks; converted to days here
Chen15,exp1,SS,Acer,morrisonense,,Y,N,"Nanto County, Central Taiwan",24.10555556,121.1869444,2411 m,Asia,,2011,,in liquid nitrogen,7,,-80,temperature,5,,30/20,,0,,,,N,,N,,,N,cumulative germination percent,23.315,SE,3.123,3,50,77,,Fig 1a,germ.duration given in weeks; converted to days here
Chen15,exp1,SS,Acer,morrisonense,,Y,N,"Nanto County, Central Taiwan",24.10555556,121.1869444,2412 m,Asia,,2011,,in liquid nitrogen,7,,-80,temperature,5,,30/20,,0,,,,N,,N,,,N,cumulative germination percent,24.682,SE,5.659,3,50,84,,Fig 1a,germ.duration given in weeks; converted to days here
Chen15,exp1,SS,Acer,morrisonense,,Y,N,"Nanto County, Central Taiwan",24.10555556,121.1869444,2413 m,Asia,,2011,,in liquid nitrogen,7,,-80,temperature,5,,30/20,,0,,,,N,,N,,,N,cumulative germination percent,27.609,SE,2.537,3,50,91,,Fig 1a,germ.duration given in weeks; converted to days here
Chen15,exp1,SS,Acer,morrisonense,,Y,N,"Nanto County, Central Taiwan",24.10555556,121.1869444,2414 m,Asia,,2011,,in liquid nitrogen,7,,-80,temperature,5,,30/20,,0,,,,N,,N,,,N,cumulative germination percent,28.975,SE,1.171,3,50,98,,Fig 1a,germ.duration given in weeks; converted to days here
