"'Table 5-Euonymus,","'euonymus: seed yield","'data","'","'","'","'",
"'","'","'","'Cleaned","'seeds/weight","'","'",
"'","'","'Range","'","'","'Average","'",
"'Species","'Place collected","'/kg","'/lb","'/kg","'/lb","'Samples",
"'E. alata","'NE US","'41,110-69,620","'18,600-31,500","'55,250","'25,000","'2+",
"'E. americana","'Durham Co., North Carolina","'63,300-100,113","'30,000-45,300","'77,571","'35,100","'3+",
"'E. atropurpurea","'Carver Co., Minnesota; Cole Co., Missouri; & rangewide","'19,227-88,400","'8,700-40,000","'37,349","'16,900","'8",
"'E. bungeana","'US","'","'","'29,835","'13,500","'|+",
"'E. europaea","'Russia, Netherlands, & NE US","'18,785-35,360","'8,500-16,000","'29,393","'13,300","'32+",
"'E. obovata","'Clinton Co., Michigan","'","'-","'49,725","'25,500","'",
"'E. verrucosa","'Russia","'35,950-58,870","'16,300-26,700","'45,084","'20,400","'10+",
,,,,,,

'Confidence Scores % (Table Cell)
""'95.26367188","'95.26367188","'95.26367188","'95.26367188","'95.26367188","'95.26367188","'95.26367188",
"'56.68945313","'62.50000000","'88.96484375","'88.96484375","'88.96484375","'88.96484375","'66.99218750",
"'56.68945313","'62.50000000","'86.76757813","'86.76757813","'87.59765625","'87.59765625","'66.99218750",
"'56.68945313","'62.50000000","'88.72070313","'91.60156250","'88.62304688","'85.93750000","'66.99218750",
"'84.08203125","'89.35546875","'87.50000000","'90.28320313","'87.40234375","'84.76562500","'89.50195313",
"'79.34570313","'84.32617188","'82.51953125","'85.20507813","'82.47070313","'79.98046875","'84.42382813",
"'86.23046875","'91.60156250","'89.69726563","'92.57812500","'89.59960938","'86.86523438","'91.74804688",
"'81.00585938","'86.03515625","'84.22851563","'86.96289063","'84.13085938","'81.59179688","'86.18164063",
"'83.59375000","'88.76953125","'86.91406250","'89.74609375","'86.81640625","'84.22851563","'88.91601563",
"'69.23828125","'73.58398438","'72.02148438","'74.36523438","'71.92382813","'69.77539063","'73.68164063",
"'82.86132813","'88.03710938","'86.18164063","'88.96484375","'86.13281250","'83.49609375","'88.18359375",
