"'Table 5-Sambucus, elder:","'stratification","'treatments","'","'","'","'",
"'","'","'Warm","'period","'Cold","'period","'",
"'Species","'Medium","'Temp (C)","'Days","'Temp (C)","'Days","'",
"'S. nigra","'","'","'","'","'","'",
"'spp. canadensis","'Sand","'20-30","'60","'5","'90-150","'",
"'spp. cerulea","'Sand","'Room*","'450*","'5","'98","'",
"'S. racemosa var. racemosa","'Sand","'20-30","'30-60","'5","'90-150","'",
,,,,,,

'Confidence Scores % (Table Cell)
"'94.62890625","'94.62890625","'94.62890625","'94.62890625","'94.62890625","'94.62890625","'94.62890625",
"'85.44921875","'59.57031250","'89.89257813","'89.89257813","'35.49804688","'35.49804688","'38.76953125",
"'85.44921875","'59.57031250","'91.60156250","'88.33007813","'92.38281250","'70.11718750","'38.76953125",
"'55.27343750","'55.27343750","'55.27343750","'55.27343750","'55.27343750","'55.27343750","'55.27343750",
"'64.79492188","'58.44726563","'63.96484375","'61.66992188","'64.50195313","'48.95019531","'46.43554688",
"'82.37304688","'74.31640625","'81.29882813","'78.41796875","'82.03125000","'62.25585938","'59.08203125",
"'70.11718750","'63.23242188","'69.23828125","'66.74804688","'69.82421875","'52.97851563","'50.29296875",
