"'Table Pinus, pine: nomenclature","'and occurrence (continued)","'",
"'Scientific name & synonym(s)","'Common name(s)","'Occurrence",
"'P. strobus var. chiapensis Martinez P. sylvestris L.","'Chiapas white pine Scots pine, Scotch pine","'Mtns of S Mexico (Chiapis) & Guatemala Eurasia: Scotland, Scandinavia, Germany, France, & Spain E to Turkey. Caucasus Mtns: Central & E Europe through Ural Mtns. N Kazakhstan, Siberia to Sea of Okhotsk, N Mongolia. N Manchuria",
"'P. taeda L.","'lobiolly pine, Arkansas pine, North Carolina pine, oldfield pine","'Coastal Plains, Piedmont; Delaware S to central Florida; W through Georgia, Tennessee, Gulf Coast states to SE corner Oklahoma, E Texas",
"'P. thunbergiana Franco P. thunbergli Parl.","'Japanese black pine","'Maritime Japan (Honshu to N Ryukyu Islands), South Korea (Cheju Island)",
"'P. torreyana Parry ex Carr.","'Torrey pine, Soledad pine, Del Mar pine","'Maritime S California (NE Santa Rosa Island) & coastal bluffs of San Diego County",
"'P. virginiana P. Mill","'Virginia pine, scrub","'Piedmont & Appalachian Mtns; Long Island, New York to",
"'","'pine, Jersey pine,","'Chesapeake Bay, S to N Georgia, central Alabama; W to",
"'","'spruce pine","'Ohio, S Indiana, W Kentucky. Tennessee, NE Mississippi",
"'P. wallichiana A.B. Jacks.","'blue pine,","'Himalayas, mid-high elevations: NE Afghanistan,",
"'P. excelsa Wall.","'Bhutan pine,","'N Pakistan. N India E through Nepal, Bhutan. NE",
"'P. griffithii McClelland P. nepalensis de Chambr.","'Himalayan pine","'India, S Tibet to N Burma, NW Yunnan",
"'P. washoensis Mason & Stockwell","'Washoe pine","'W edge of Great Basin: E slope Mt Rose. W Nevada: Baid Mtn Range in N Sierra Nevada; S Warner Mtns, NE California",
"'","'","'",
,,

'Confidence Scores % (Table Cell)
"'80.76171875","'80.76171875","'80.76171875",
"'70.21484375","'84.22851563","'91.50390625",
"'33.49609375","'40.18554688","'43.62792969",
"'29.24804688","'35.08300781","'38.11035156",
"'34.20410156","'41.01562500","'44.55566406",
"'35.35156250","'42.40722656","'46.04492188",
"'45.14160156","'39.23339844","'35.05859375",
"'45.14160156","'39.23339844","'32.81250000",
"'45.14160156","'39.23339844","'33.98437500",
"'30.78613281","'36.93847656","'40.11230469",
"'28.78417969","'34.52148438","'37.50000000",
"'23.91357422","'28.68652344","'31.15234375",
"'36.71875000","'44.04296875","'47.82714844",
"'43.77441406","'43.77441406","'43.77441406",
